date,key,Confirmed,Deaths,Recovered,Active,Latitude,Longitude,share_of_last_week,percentage
2020-04-21,Puerto Rico,1298,64,0,1234,18.2208,-66.5901,,0.0
2020-04-21,Rhode Island,5500,171,315,5014,41.6809,-71.5118,,0.0
2020-04-21,South Carolina,4439,124,2063,2252,33.8569,-80.945,,0.0
2020-04-21,South Dakota,1755,8,824,923,44.2998,-99.4388,,0.0
2020-04-21,Tennessee,7394,157,3828,3409,35.7478,-86.6923,,0.0
2020-04-21,Texas,20574,533,6486,13555,31.0545,-97.5635,,0.0
2020-04-21,Utah,3297,32,888,2377,40.15,-111.8624,,0.0
2020-04-21,Vermont,818,40,1710,-932,44.0459,-72.7107,,0.0
2020-04-21,Virgin Islands,53,3,48,2,18.3358,-64.8963,,0.0
2020-04-21,Virginia,9630,324,1418,7888,37.7693,-78.17,,0.0
2020-04-21,Washington,12392,664,0,11728,47.4009,-121.4905,,0.0
2020-04-21,West Virginia,908,26,330,552,38.4912,-80.9545,,0.0
2020-04-21,Wisconsin,4625,244,0,4381,44.2685,-89.6165,,0.0
2020-04-21,Wyoming,443,2,237,204,42.756,-107.3025,,0.0
2020-04-21,Recovered,0,0,75204,-75204,,,,0.0
2020-04-24,Alabama,6026,209,0,5817,32.3182,-86.9023,,0.0
2020-04-24,Alaska,339,9,208,122,61.3707,-152.4044,19.764011799410028,19.8
2020-04-24,American Samoa,0,0,0,0,-14.270999999999999,-170.132,,0.0
2020-04-24,Arizona,6045,266,1313,4466,33.7298,-111.4312,,0.0
2020-04-24,Arkansas,2810,47,929,1834,34.9697,-92.3731,54.44839857651245,54.4
2020-04-24,California,41355,1621,0,39734,36.1162,-119.6816,,0.0
2020-04-24,Colorado,12256,674,0,11582,39.0598,-105.3111,,0.0
2020-04-24,Connecticut,23936,1767,0,22169,41.5978,-72.7554,,0.0
2020-04-24,Delaware,3442,100,703,2639,39.3185,-75.5071,52.78907611853573,52.8
2020-04-24,Diamond Princess,49,0,0,49,,,,0.0
2020-04-24,District of Columbia,3528,153,651,2724,38.8974,-77.0268,,0.0
2020-04-24,Florida,30533,1046,0,29487,27.7663,-81.6868,,0.0
2020-04-24,Georgia,22491,899,0,21592,33.0406,-83.6431,,0.0
2020-04-24,Grand Princess,103,3,0,100,,,,0.0
2020-04-24,Guam,141,5,126,10,13.4443,144.7937,5.673758865248227,5.7
2020-04-24,Hawaii,601,13,463,125,21.0943,-157.4983,16.97171381031614,17.0
2020-04-24,Idaho,1870,54,867,949,44.2405,-114.4788,,0.0
2020-04-24,Illinois,39658,1795,0,37863,40.3495,-88.9861,,0.0
2020-04-24,Indiana,13681,741,0,12940,39.8494,-86.2583,,0.0
2020-04-24,Iowa,4445,107,1604,2734,42.0115,-93.2105,64.29696287964005,64.3
2020-04-24,Kansas,2959,118,0,2841,38.5266,-96.7265,,0.0
2020-04-24,Kentucky,3779,200,1341,2238,37.6681,-84.6701,48.055041016141836,48.1
2020-04-24,Louisiana,26140,1660,14927,9553,31.1695,-91.8678,,0.0
2020-04-24,Maine,965,47,499,419,44.6939,-69.3819,34.40414507772021,34.4
2020-04-24,Maryland,16616,798,1108,14710,39.0639,-76.8021,50.49951853635051,50.5
2020-04-24,Massachusetts,50969,2556,0,48413,42.2302,-71.5301,,0.0
2020-04-24,Michigan,36641,3085,3237,30319,43.3266,-84.5361,33.83368357850495,33.8
2020-04-24,Minnesota,3185,221,1594,1370,45.6945,-93.9002,49.10518053375196,49.1
2020-04-24,Mississippi,5434,209,0,5225,32.7416,-89.6787,,0.0
2020-04-24,Missouri,6788,272,0,6516,38.4561,-92.2884,,0.0
2020-04-24,Montana,444,14,325,105,46.9219,-110.4544,12.837837837837839,12.8
2020-04-24,Nebraska,2424,50,0,2374,41.1254,-98.2681,,0.0
2020-04-24,Nevada,4398,197,0,4201,38.3135,-117.0554,,0.0
2020-04-24,New Hampshire,1720,53,578,1089,43.4525,-71.5639,45.98837209302326,46.0
2020-04-24,New Jersey,102196,5683,0,96513,40.2989,-74.521,,0.0
2020-04-24,New Mexico,2521,84,614,1823,34.8405,-106.2485,50.61483538278461,50.6
2020-04-24,New York,271590,21411,23887,226292,42.1657,-74.9481,30.39765823483928,30.4
2020-04-24,North Carolina,8290,294,0,7996,35.6301,-79.8064,,0.0
2020-04-24,North Dakota,748,15,285,448,47.5289,-99.78399999999999,58.8235294117647,58.8
2020-04-24,Northern Mariana Islands,14,2,11,1,15.0979,145.6739,,0.0
2020-04-24,Ohio,15169,690,0,14479,40.3888,-82.7649,,0.0
2020-04-24,Oklahoma,3121,188,1961,972,35.5653,-96.9289,36.8792053828901,36.9
2020-04-24,Oregon,2177,86,0,2091,44.571999999999996,-122.0709,,0.0
2020-04-24,Pennsylvania,40208,1747,0,38461,40.5908,-77.2098,,0.0
2020-04-24,Puerto Rico,1276,77,0,1199,18.2208,-66.5901,,0.0
2020-04-24,Rhode Island,6699,202,377,6120,41.6809,-71.5118,60.21794297656366,60.2
2020-04-24,South Carolina,5070,157,3701,1212,33.8569,-80.945,,0.0
2020-04-24,South Dakota,2040,10,1190,840,44.2998,-99.4388,64.2156862745098,64.2
2020-04-24,Tennessee,8728,169,4370,4189,35.7478,-86.6923,36.89275893675527,36.9
2020-04-24,Texas,23642,624,9156,13862,31.0545,-97.5635,42.149564334658656,42.1
2020-04-24,Utah,3782,39,1252,2491,40.15,-111.8624,,0.0
2020-04-24,Vermont,827,44,1710,-927,44.0459,-72.7107,12.091898428053204,12.1
2020-04-24,Virgin Islands,54,3,50,1,18.3358,-64.8963,,0.0
2020-04-24,Virginia,11594,411,1672,9511,37.7693,-78.17,,0.0
2020-04-24,Washington,12977,722,0,12255,47.4009,-121.4905,,0.0
2020-04-24,West Virginia,1010,32,439,539,38.4912,-80.9545,41.28712871287129,41.3
2020-04-24,Wisconsin,5356,263,0,5093,44.2685,-89.6165,,0.0
2020-04-24,Wyoming,473,7,321,145,42.756,-107.3025,42.91754756871036,42.9
2020-04-24,Recovered,0,0,99079,-99079,,,,0.0
2020-04-27,Alabama,6539,228,0,6311,32.3182,-86.9023,,0.0
2020-04-27,Alaska,345,9,218,118,61.3707,-152.4044,19.71014492753623,19.7
2020-04-27,American Samoa,0,0,0,0,-14.270999999999999,-170.132,,0.0
2020-04-27,Arizona,6725,275,1418,5032,33.7298,-111.4312,,0.0
2020-04-27,Arkansas,3069,51,987,2031,34.9697,-92.3731,54.05669599217986,54.1
2020-04-27,California,44966,1779,0,43187,36.1162,-119.6816,,0.0
2020-04-27,Colorado,13879,706,2150,11023,39.0598,-105.3111,,0.0
2020-04-27,Connecticut,25997,2012,0,23985,41.5978,-72.7554,,0.0
2020-04-27,Delaware,4162,125,996,3041,39.3185,-75.5071,57.760691975012016,57.8
2020-04-27,Diamond Princess,49,0,0,49,,,,0.0
2020-04-27,District of Columbia,3892,185,659,3048,38.8974,-77.0268,,0.0
2020-04-27,Florida,32138,1088,0,31050,27.7663,-81.6868,,0.0
2020-04-27,Georgia,24302,995,0,23307,33.0406,-83.6431,,0.0
2020-04-27,Grand Princess,103,3,0,100,,,,0.0
2020-04-27,Guam,141,5,128,8,13.4443,144.7937,5.673758865248227,5.7
2020-04-27,Hawaii,607,16,488,103,21.0943,-157.4983,16.968698517298186,17.0
2020-04-27,Idaho,1897,56,983,858,44.2405,-114.4788,,0.0
2020-04-27,Illinois,45883,1983,0,43900,40.3495,-88.9861,,0.0
2020-04-27,Indiana,15961,844,0,15117,39.8494,-86.2583,,0.0
2020-04-27,Iowa,5868,127,2021,3720,42.0115,-93.2105,70.85889570552148,70.9
2020-04-27,Kansas,3473,126,0,3347,38.5266,-96.7265,,0.0
2020-04-27,Kentucky,4156,213,1511,2432,37.6681,-84.6701,51.443695861405196,51.4
2020-04-27,Louisiana,27068,1740,17303,8025,31.1695,-91.8678,,0.0
2020-04-27,Maine,1023,51,549,423,44.6939,-69.3819,31.76930596285435,31.8
2020-04-27,Maryland,19487,945,1263,17279,39.0639,-76.8021,54.14378816646995,54.1
2020-04-27,Massachusetts,56462,3003,0,53459,42.2302,-71.5301,,0.0
2020-04-27,Michigan,38210,3407,8342,26461,43.3266,-84.5361,32.9102329233185,32.9
2020-04-27,Minnesota,3811,286,1842,1683,45.6945,-93.9002,57.46523222251378,57.5
2020-04-27,Mississippi,6094,229,0,5865,32.7416,-89.6787,,0.0
2020-04-27,Missouri,7305,343,0,6962,38.4561,-92.2884,,0.0
2020-04-27,Montana,449,14,352,83,46.9219,-110.4544,12.249443207126948,12.2
2020-04-27,Nebraska,3358,56,0,3302,41.1254,-98.2681,,0.0
2020-04-27,Nevada,4700,206,0,4494,38.3135,-117.0554,,0.0
2020-04-27,New Hampshire,1938,60,779,1099,43.4525,-71.5639,49.17440660474716,49.2
2020-04-27,New Jersey,111188,6044,0,105144,40.2989,-74.521,,0.0
2020-04-27,New Mexico,2825,99,650,2076,34.8405,-106.2485,55.32743362831859,55.3
2020-04-27,New York,291996,22668,23887,245441,42.1657,-74.9481,32.96175290072467,33.0
2020-04-27,North Carolina,9428,340,0,9088,35.6301,-79.8064,,0.0
2020-04-27,North Dakota,942,19,350,573,47.5289,-99.78399999999999,64.8619957537155,64.9
2020-04-27,Northern Mariana Islands,14,2,11,1,15.0979,145.6739,,0.0
2020-04-27,Ohio,16325,753,0,15572,40.3888,-82.7649,,0.0
2020-04-27,Oklahoma,3281,197,2167,917,35.5653,-96.9289,36.939957330082294,36.9
2020-04-27,Oregon,2354,92,0,2262,44.571999999999996,-122.0709,,0.0
2020-04-27,Pennsylvania,43558,1886,0,41672,40.5908,-77.2098,,0.0
2020-04-27,Puerto Rico,1389,84,0,1305,18.2208,-66.5901,,0.0
2020-04-27,Rhode Island,7708,233,452,7023,41.6809,-71.5118,65.42553191489361,65.4
2020-04-27,South Carolina,5613,177,3701,1735,33.8569,-80.945,,0.0
2020-04-27,South Dakota,2244,11,1316,917,44.2998,-99.4388,61.31907308377897,61.3
2020-04-27,Tennessee,9918,184,4720,5014,35.7478,-86.6923,43.43617664851784,43.4
2020-04-27,Texas,25321,666,11170,13485,31.0545,-97.5635,43.62386951542198,43.6
2020-04-27,Utah,4236,41,1641,2554,40.15,-111.8624,,0.0
2020-04-27,Vermont,855,47,0,808,44.0459,-72.7107,12.514619883040936,12.5
2020-04-27,Virgin Islands,57,4,51,2,18.3358,-64.8963,,0.0
2020-04-27,Virginia,13538,460,1843,11235,37.7693,-78.17,,0.0
2020-04-27,Washington,13686,764,0,12922,47.4009,-121.4905,,0.0
2020-04-27,West Virginia,1063,34,455,574,38.4912,-80.9545,42.5211665098777,42.5
2020-04-27,Wisconsin,6081,281,0,5800,44.2685,-89.6165,,0.0
2020-04-27,Wyoming,520,7,342,171,42.756,-107.3025,47.11538461538461,47.1
2020-04-27,Recovered,0,0,111424,-111424,,,,0.0
2020-05-09,Alabama,9668,390,0,9278,32.3182,-86.9023,42.14935870914356,42.1
2020-05-09,Alaska,378,10,318,50,61.3707,-152.4044,11.375661375661375,11.4
2020-05-09,American Samoa,0,0,0,0,-14.270999999999999,-170.132,,0.0
2020-05-09,Arizona,10960,532,2684,7744,33.7298,-111.4312,50.06386861313869,50.1
2020-05-09,Arkansas,3747,88,2968,691,34.9697,-92.3731,39.2580731251668,39.3
2020-05-09,California,66558,2687,0,63871,36.1162,-119.6816,43.8925448481024,43.9
2020-05-09,Colorado,19375,967,2974,15434,39.0598,-105.3111,43.788387096774194,43.8
2020-05-09,Connecticut,32984,2932,5413,24639,41.5978,-72.7554,31.879092893524135,31.9
2020-05-09,Delaware,6277,221,2450,3606,39.3185,-75.5071,49.02023259518879,49.0
2020-05-09,Diamond Princess,49,0,0,49,,,0.0,0.0
2020-05-09,District of Columbia,6102,311,879,4912,38.8974,-77.0268,47.459849229760735,47.5
2020-05-09,Florida,40001,1715,0,38286,27.7663,-81.6868,29.229269268268293,29.2
2020-05-09,Georgia,32588,1403,0,31185,33.0406,-83.6431,34.90241806800049,34.9
2020-05-09,Grand Princess,103,3,0,100,,,0.0,0.0
2020-05-09,Guam,151,5,124,22,13.4443,144.7937,9.933774834437086,9.9
2020-05-09,Hawaii,631,17,566,48,21.0943,-157.4983,6.180665610142631,6.2
2020-05-09,Idaho,2205,67,1442,696,44.2405,-114.4788,19.909297052154194,19.9
2020-05-09,Illinois,76085,3349,0,72736,40.3495,-88.9861,53.85818492475521,53.9
2020-05-09,Indiana,23732,1490,0,22242,39.8494,-86.2583,47.58975223327153,47.6
2020-05-09,Iowa,11671,252,5011,6408,42.0115,-93.2105,67.88621369205724,67.9
2020-05-09,Kansas,6829,174,350,6305,38.5266,-96.7265,65.86615902767609,65.9
2020-05-09,Kentucky,6440,304,2266,3870,37.6681,-84.6701,47.546583850931675,47.5
2020-05-09,Louisiana,31417,2267,20316,8834,31.1695,-91.8678,19.604036031447944,19.6
2020-05-09,Maine,1408,64,857,487,44.6939,-69.3819,35.58238636363637,35.6
2020-05-09,Maryland,31534,1614,2159,27761,39.0639,-76.8021,53.145810870806116,53.1
2020-05-09,Massachusetts,76743,4840,0,71903,42.2302,-71.5301,44.04180185814993,44.0
2020-05-09,Michigan,46815,4530,22686,19599,43.3266,-84.5361,27.446331304069208,27.4
2020-05-09,Minnesota,10790,558,6322,3910,45.6945,-93.9002,74.77293790546803,74.8
2020-05-09,Mississippi,9378,421,4421,4536,32.7416,-89.6787,47.81403284282363,47.8
2020-05-09,Missouri,9911,494,0,9417,38.4561,-92.2884,36.666330340026235,36.7
2020-05-09,Montana,458,16,422,20,46.9219,-110.4544,4.148471615720524,4.1
2020-05-09,Nebraska,8093,90,0,8003,41.1254,-98.2681,77.5979241319659,77.6
2020-05-09,Nevada,6171,313,205,5653,38.3135,-117.0554,33.8680926916221,33.9
2020-05-09,New Hampshire,3011,131,1210,1670,43.4525,-71.5639,47.26004649618067,47.3
2020-05-09,New Jersey,137397,9116,15642,112639,40.2989,-74.521,30.192071151480746,30.2
2020-05-09,New Mexico,4778,191,1189,3398,34.8405,-106.2485,53.74633737965676,53.7
2020-05-09,New York,333122,26612,57180,249330,42.1657,-74.9481,20.962290091918277,21.0
2020-05-09,North Carolina,14478,551,0,13927,35.6301,-79.8064,48.231799972371874,48.2
2020-05-09,North Dakota,1464,35,762,667,47.5289,-99.78399999999999,53.62021857923497,53.6
2020-05-09,Northern Mariana Islands,16,2,12,2,15.0979,145.6739,12.5,12.5
2020-05-09,Ohio,23697,1331,0,22366,40.3888,-82.7649,40.427058277419086,40.4
2020-05-09,Oklahoma,4490,270,3154,1066,35.5653,-96.9289,35.5456570155902,35.5
2020-05-09,Oregon,3160,127,1125,1908,44.571999999999996,-122.0709,34.84177215189873,34.8
2020-05-09,Pennsylvania,58560,3779,0,54781,40.5908,-77.2098,38.384562841530055,38.4
2020-05-09,Puerto Rico,2173,108,0,2065,18.2208,-66.5901,42.38380119650253,42.4
2020-05-09,Rhode Island,10989,418,772,9799,41.6809,-71.5118,46.846846846846844,46.8
2020-05-09,South Carolina,7531,330,4120,3081,33.8569,-80.945,36.78130394369938,36.8
2020-05-09,South Dakota,3393,34,2125,1234,44.2998,-99.4388,45.24020041261421,45.2
2020-05-09,Tennessee,14768,242,7369,7157,35.7478,-86.6923,49.93228602383532,49.9
2020-05-09,Texas,38394,1066,20141,17187,31.0545,-97.5635,44.467885607126114,44.5
2020-05-09,Utah,6103,66,2901,3136,40.15,-111.8624,43.552351302638044,43.6
2020-05-09,Vermont,921,53,744,124,44.0459,-72.7107,10.640608034744842,10.6
2020-05-09,Virgin Islands,68,4,57,7,18.3358,-64.8963,20.58823529411765,20.6
2020-05-09,Virginia,23196,827,3124,19245,37.7693,-78.17,55.742369374030005,55.7
2020-05-09,Washington,16674,921,0,15753,47.4009,-121.4905,24.457238814921435,24.5
2020-05-09,West Virginia,1323,52,761,510,38.4912,-80.9545,29.024943310657598,29.0
2020-05-09,Wisconsin,9939,398,4875,4666,44.2685,-89.6165,51.252641110775734,51.3
2020-05-09,Wyoming,653,7,438,208,42.756,-107.3025,31.546707503828483,31.5
2020-04-15,Alabama,4075,118,0,3957,32.3182,-86.9023,-12.171779141104295,-12.2
2020-04-15,Alaska,293,9,106,178,61.3707,-152.4044,-5.460750853242321,-5.5
2020-04-15,American Samoa,0,0,0,0,-14.270999999999999,-170.132,,0.0
2020-04-15,Arizona,3964,142,385,3437,33.7298,-111.4312,-13.799192734611504,-13.8
2020-04-15,Arkansas,1569,33,489,1047,34.9697,-92.3731,-8.030592734225621,-8.0
2020-04-15,California,26686,860,0,25826,36.1162,-119.6816,-9.25953683579405,-9.3
2020-04-15,Colorado,7956,328,0,7628,39.0598,-105.3111,-9.238310708898943,-9.2
2020-04-15,Connecticut,14755,868,0,13887,41.5978,-72.7554,-13.920704845814978,-13.9
2020-04-15,Delaware,2014,46,354,1614,39.3185,-75.5071,-15.044687189672294,-15.0
2020-04-15,Diamond Princess,49,0,0,49,,,0.0,0.0
2020-04-15,District of Columbia,2197,72,530,1595,38.8974,-77.0268,-12.699135184342285,-12.7
2020-04-15,Florida,22511,596,0,21915,27.7663,-81.6868,-9.986228954733242,-10.0
2020-04-15,Georgia,14987,552,0,14435,33.0406,-83.6431,-14.726095949823181,-14.7
2020-04-15,Grand Princess,103,0,0,103,,,0.0,0.0
2020-04-15,Guam,135,5,73,57,13.4443,144.7937,-0.7407407407407407,-0.7
2020-04-15,Hawaii,524,9,333,182,21.0943,-157.4983,-3.2442748091603053,-3.2
2020-04-15,Idaho,1473,39,0,1434,44.2405,-114.4788,-9.23285811269518,-9.2
2020-04-15,Illinois,24593,949,0,23644,40.3495,-88.9861,-12.137600130118326,-12.1
2020-04-15,Indiana,8960,436,0,8524,39.8494,-86.2583,-13.325892857142858,-13.3
2020-04-15,Iowa,1995,53,908,1034,42.0115,-93.2105,-16.892230576441104,-16.9
2020-04-15,Kansas,1504,71,0,1433,38.5266,-96.7265,-15.02659574468085,-15.0
2020-04-15,Kentucky,2210,115,653,1442,37.6681,-84.6701,-14.117647058823529,-14.1
2020-04-15,Louisiana,21951,1103,0,20848,31.1695,-91.8678,-5.316386497198305,-5.3
2020-04-15,Maine,770,24,305,441,44.6939,-69.3819,-7.402597402597403,-7.4
2020-04-15,Maryland,10032,311,607,9114,39.0639,-76.8021,-15.350877192982455,-15.4
2020-04-15,Massachusetts,29918,1108,0,28810,42.2302,-71.5301,-14.987632863159302,-15.0
2020-04-15,Michigan,28059,1921,452,25686,43.3266,-84.5361,-6.9995366905449234,-7.0
2020-04-15,Minnesota,1809,87,940,782,45.6945,-93.9002,-14.427860696517413,-14.4
2020-04-15,Mississippi,3360,122,0,3238,32.7416,-89.6787,-12.886904761904763,-12.9
2020-04-15,Missouri,4791,153,0,4638,38.4561,-92.2884,-12.106032143602588,-12.1
2020-04-15,Montana,404,7,209,188,46.9219,-110.4544,-4.455445544554456,-4.5
2020-04-15,Nebraska,901,20,0,881,41.1254,-98.2681,-18.312985571587124,-18.3
2020-04-15,Nevada,3211,131,0,3080,38.3135,-117.0554,-9.747742136406105,-9.7
2020-04-15,New Hampshire,1139,32,365,742,43.4525,-71.5639,-12.993854258121159,-13.0
2020-04-15,New Jersey,71030,3156,0,67874,40.2989,-74.521,-10.470223849077854,-10.5
2020-04-15,New Mexico,1484,36,340,1108,34.8405,-106.2485,-7.61455525606469,-7.6
2020-04-15,New York,214454,11617,23887,178950,42.1657,-74.9481,-7.527488412433436,-7.5
2020-04-15,North Carolina,5340,130,0,5210,35.6301,-79.8064,-13.202247191011235,-13.2
2020-04-15,North Dakota,365,9,142,214,47.5289,-99.78399999999999,-7.671232876712328,-7.7
2020-04-15,Northern Mariana Islands,13,2,0,11,15.0979,145.6739,0.0,0.0
2020-04-15,Ohio,7794,362,0,7432,40.3888,-82.7649,-16.84629201950218,-16.8
2020-04-15,Oklahoma,2263,123,1115,1025,35.5653,-96.9289,-8.926204153778171,-8.9
2020-04-15,Oregon,1663,58,0,1605,44.571999999999996,-122.0709,-7.336139506915213,-7.3
2020-04-15,Pennsylvania,26753,779,0,25974,40.5908,-77.2098,-11.71831196501327,-11.7
2020-04-15,Puerto Rico,974,51,0,923,18.2208,-66.5901,-9.650924024640657,-9.7
2020-04-15,Rhode Island,3251,80,168,3003,41.6809,-71.5118,-28.48354352506921,-28.5
2020-04-15,South Carolina,3656,106,0,3550,33.8569,-80.945,-12.11706783369803,-12.1
2020-04-15,South Dakota,1168,6,329,833,44.2998,-99.4388,-20.804794520547944,-20.8
2020-04-15,Tennessee,5827,124,2196,3507,35.7478,-86.6923,-7.482409473142269,-7.5
2020-04-15,Texas,15907,375,3150,12382,31.0545,-97.5635,-12.20846168353555,-12.2
2020-04-15,Utah,2548,20,218,2310,40.15,-111.8624,-9.615384615384615,-9.6
2020-04-15,Vermont,759,29,15,715,44.0459,-72.7107,-2.635046113306983,-2.6
2020-04-15,Virgin Islands,51,1,44,6,18.3358,-64.8963,0.0,0.0
2020-04-15,Virginia,6500,195,752,5553,37.7693,-78.17,-15.246153846153845,-15.2
2020-04-15,Washington,10942,552,0,10390,47.4009,-121.4905,-5.25498080789618,-5.3
2020-04-15,West Virginia,702,10,211,481,38.4912,-80.9545,-10.398860398860398,-10.4
2020-04-15,Wisconsin,3721,183,0,3538,44.2685,-89.6165,-8.922332706261757,-8.9
2020-04-15,Wyoming,287,1,129,157,42.756,-107.3025,-6.2717770034843205,-6.3
2020-04-15,Recovered,0,0,52096,-52096,,,,0.0
2020-04-30,Alabama,7088,272,0,6816,32.3182,-86.9023,-39.51749435665914,-39.5
2020-04-30,Alaska,355,9,252,94,61.3707,-152.4044,-6.76056338028169,-6.8
2020-04-30,American Samoa,0,0,0,0,-14.270999999999999,-170.132,,0.0
2020-04-30,Arizona,7655,320,1499,5836,33.7298,-111.4312,-45.25146962769432,-45.3
2020-04-30,Arkansas,3281,61,1305,1915,34.9697,-92.3731,-22.27979274611399,-22.3
2020-04-30,California,50130,2031,0,48099,36.1162,-119.6816,-34.84939158188709,-34.8
2020-04-30,Colorado,15284,777,2415,12092,39.0598,-105.3111,-28.912588327662917,-28.9
2020-04-30,Connecticut,27700,2257,0,25443,41.5978,-72.7554,-21.133574007220215,-21.1
2020-04-30,Delaware,4734,152,1275,3307,39.3185,-75.5071,-32.59400084495142,-32.6
2020-04-30,Diamond Princess,49,0,0,49,,,0.0,0.0
2020-04-30,District of Columbia,4323,224,660,3439,38.8974,-77.0268,-45.08443210733287,-45.1
2020-04-30,Florida,33690,1268,0,32422,27.7663,-81.6868,-20.4986642920748,-20.5
2020-04-30,Georgia,26264,1132,0,25132,33.0406,-83.6431,-27.855619859884253,-27.9
2020-04-30,Grand Princess,103,3,0,100,,,0.0,0.0
2020-04-30,Guam,145,5,131,9,13.4443,144.7937,-4.137931034482759,-4.1
2020-04-30,Hawaii,618,16,516,86,21.0943,-157.4983,-2.26537216828479,-2.3
2020-04-30,Idaho,1984,60,1121,803,44.2405,-114.4788,-12.399193548387096,-12.4
2020-04-30,Illinois,52918,2355,0,50563,40.3495,-88.9861,-46.90842435466193,-46.9
2020-04-30,Indiana,17835,1114,0,16721,39.8494,-86.2583,-35.27333894028595,-35.3
2020-04-30,Iowa,7145,162,2697,4286,42.0115,-93.2105,-67.37578726382085,-67.4
2020-04-30,Kansas,4413,134,272,4007,38.5266,-96.7265,-57.5118966689327,-57.5
2020-04-30,Kentucky,4708,240,1668,2800,37.6681,-84.6701,-36.78844519966015,-36.8
2020-04-30,Louisiana,28001,1905,17303,8793,31.1695,-91.8678,-12.853112388843256,-12.9
2020-04-30,Maine,1095,53,631,411,44.6939,-69.3819,-31.141552511415526,-31.1
2020-04-30,Maryland,21742,1140,1432,19170,39.0639,-76.8021,-49.88041578511636,-49.9
2020-04-30,Massachusetts,62205,3562,0,58643,42.2302,-71.5301,-25.0590788521823,-25.1
2020-04-30,Michigan,41379,3789,8342,29248,43.3266,-84.5361,-14.024021846830518,-14.0
2020-04-30,Minnesota,5136,343,2172,2621,45.6945,-93.9002,-119.45093457943925,-119.5
2020-04-30,Mississippi,6815,261,3413,3141,32.7416,-89.6787,-39.41305942773294,-39.4
2020-04-30,Missouri,7818,350,0,7468,38.4561,-92.2884,-28.779739063699157,-28.8
2020-04-30,Montana,453,16,392,45,46.9219,-110.4544,-1.1037527593818985,-1.1
2020-04-30,Nebraska,4281,70,0,4211,41.1254,-98.2681,-90.86661994861014,-90.9
2020-04-30,Nevada,5053,243,158,4652,38.3135,-117.0554,-21.116168612705323,-21.1
2020-04-30,New Hampshire,2146,72,980,1094,43.4525,-71.5639,-43.10344827586207,-43.1
2020-04-30,New Jersey,118652,7228,15642,95782,40.2989,-74.521,-16.941981593230626,-16.9
2020-04-30,New Mexico,3411,123,734,2554,34.8405,-106.2485,-42.56816182937555,-42.6
2020-04-30,New York,304372,23587,54771,226014,42.1657,-74.9481,-10.192461855886876,-10.2
2020-04-30,North Carolina,10754,406,0,10348,35.6301,-79.8064,-38.90645341268365,-38.9
2020-04-30,North Dakota,1067,19,458,590,47.5289,-99.78399999999999,-39.737582005623246,-39.7
2020-04-30,Northern Mariana Islands,14,2,12,0,15.0979,145.6739,-14.285714285714286,-14.3
2020-04-30,Ohio,18027,976,0,17051,40.3888,-82.7649,-33.582958894990846,-33.6
2020-04-30,Oklahoma,3618,222,2401,995,35.5653,-96.9289,-26.83803206191266,-26.8
2020-04-30,Oregon,2510,103,0,2407,44.571999999999996,-122.0709,-28.605577689243027,-28.6
2020-04-30,Pennsylvania,47971,2475,0,45496,40.5908,-77.2098,-24.948406328823665,-24.9
2020-04-30,Puerto Rico,1539,92,0,1447,18.2208,-66.5901,-42.82001299545159,-42.8
2020-04-30,Rhode Island,8621,266,461,7894,41.6809,-71.5118,-30.773692147082706,-30.8
2020-04-30,South Carolina,6095,244,3252,2599,33.8569,-80.945,-25.561936013125514,-25.6
2020-04-30,South Dakota,2449,17,1573,859,44.2998,-99.4388,-43.60963658636178,-43.6
2020-04-30,Tennessee,10735,199,5140,5396,35.7478,-86.6923,-39.59012575687005,-39.6
2020-04-30,Texas,28727,812,12507,15408,31.0545,-97.5635,-36.65889233125631,-36.7
2020-04-30,Utah,4672,46,1939,2687,40.15,-111.8624,-33.79708904109589,-33.8
2020-04-30,Vermont,866,49,0,817,44.0459,-72.7107,-7.043879907621247,-7.0
2020-04-30,Virgin Islands,66,4,51,11,18.3358,-64.8963,-4.545454545454546,-4.5
2020-04-30,Virginia,15847,552,2104,13191,37.7693,-78.17,-51.959361393323654,-52.0
2020-04-30,Washington,14327,814,0,13513,47.4009,-121.4905,-17.89627975151811,-17.9
2020-04-30,West Virginia,1125,41,545,539,38.4912,-80.9545,-20.88888888888889,-20.9
2020-04-30,Wisconsin,6854,316,3352,3186,44.2685,-89.6165,-49.09541873358623,-49.1
2020-04-30,Wyoming,559,7,371,181,42.756,-107.3025,-18.4257602862254,-18.4
2020-05-08,Alabama,9385,383,0,9002,32.3182,-86.9023,7.394778902503996,7.4
2020-05-08,Alaska,377,10,305,62,61.3707,-152.4044,1.3262599469496021,1.3
2020-05-08,American Samoa,0,0,0,0,-14.270999999999999,-170.132,,0.0
2020-05-08,Arizona,10526,517,1747,8262,33.7298,-111.4312,7.78073342200266,7.8
2020-05-08,Arkansas,3747,88,2159,1500,34.9697,-92.3731,3.6295703229250065,3.6
2020-05-08,California,63779,2613,0,61166,36.1162,-119.6816,4.959312626413083,5.0
2020-05-08,Colorado,18827,960,2869,14998,39.0598,-105.3111,5.284963084931216,5.3
2020-05-08,Connecticut,32411,2874,5413,24124,41.5978,-72.7554,4.368887106229367,4.4
2020-05-08,Delaware,6111,213,2288,3610,39.3185,-75.5071,5.44918998527246,5.4
2020-05-08,Diamond Princess,49,0,0,49,,,0.0,0.0
